gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic,co_cusip
008455,000003,19951127,,S&P 500 Comp-Ltd,I0003,PPL CORP,PPL,69351T106
003231,000003,19951201,,S&P 500 Comp-Ltd,I0003,COMERICA INC,CMA,200340107
027914,000003,19951201,,S&P 500 Comp-Ltd,I0003,HUMANA INC,HUM,444859102
006529,000003,19951214,20140507,S&P 500 Comp-Ltd,I0003,LSI CORP,LSI.1,502161102
061739,000003,19951220,,S&P 500 Comp-Ltd,I0003,HARTFORD FINANCIAL SERVICES,HIG,416515104
061738,000003,19951220,19980222,S&P 500 Comp-Ltd,I0003,ITT CORPORATION,ITT.1,450912100
010553,000003,19960102,20000727,S&P 500 Comp-Ltd,I0003,3COM CORP,COMS,885535104
030383,000003,19960122,19991114,S&P 500 Comp-Ltd,I0003,CASE CORP,CSE.3,14743R103
024357,000003,19960212,19980830,S&P 500 Comp-Ltd,I0003,BAY NETWORKS INC,BAY.3,072510100
004640,000003,19960308,,S&P 500 Comp-Ltd,I0003,FIFTH THIRD BANCORP,FITB,316773100
005331,000003,19960313,19980630,S&P 500 Comp-Ltd,I0003,CONSECO FINANCE CORP,3CNCEQ1,20847Q008
012053,000003,19960328,20160907,S&P 500 Comp-Ltd,I0003,EMC CORP/MA,EMC,268648102
005063,000003,19960401,20000105,S&P 500 Comp-Ltd,I0003,GENERAL INSTRUMENT CORP,GIC.3,370120107
001164,000003,19960401,20020514,S&P 500 Comp-Ltd,I0003,MCI INC,MCIP,98157D106
003221,000003,19960423,,S&P 500 Comp-Ltd,I0003,AON PLC,AON,G0408V102
062897,000003,19960531,20040324,S&P 500 Comp-Ltd,I0003,TUPPERWARE BRANDS CORP,TUP,899896104
024379,000003,19960719,20081030,S&P 500 Comp-Ltd,I0003,MGIC INVESTMENT CORP/WI,MTG,552848103
011985,000003,19960722,19990808,S&P 500 Comp-Ltd,I0003,BATTLE MOUNTAIN GOLD CO,BMG.1,071593107
025988,000003,19960816,19971217,S&P 500 Comp-Ltd,I0003,HFS INC,HFS.,404181109
009545,000003,19960816,20001121,S&P 500 Comp-Ltd,I0003,SEAGATE TECHNOLOGY-OLD,SEG.2,811804103
014489,000003,19960906,20131028,S&P 500 Comp-Ltd,I0003,DELL TECHNOLOGIES INC,DVMT,24702R101
062599,000003,19961001,20061130,S&P 500 Comp-Ltd,I0003,LUCENT TECHNOLOGIES INC,LU,549463107
061413,000003,19961016,20000716,S&P 500 Comp-Ltd,I0003,UNION PACIFIC RESOURCES GRP,UPR.1,907834105
063800,000003,19961104,20100228,S&P 500 Comp-Ltd,I0003,IMS HEALTH HOLDINGS INC,IMS,449934108
013561,000003,19961203,20091220,S&P 500 Comp-Ltd,I0003,MBIA INC,MBI,55262C100
031166,000003,19961219,20060423,S&P 500 Comp-Ltd,I0003,GUIDANT CORP,GDT,401698105
010530,000003,19970102,,S&P 500 Comp-Ltd,I0003,THERMO FISHER SCIENTIFIC INC,TMO,883556102
023809,000003,19970102,,S&P 500 Comp-Ltd,I0003,AUTOZONE INC,AZO,053332102
009195,000003,19970102,19990928,S&P 500 Comp-Ltd,I0003,FRONTIER CORP,FRO.1,35906P105
012589,000003,19970108,20030320,S&P 500 Comp-Ltd,I0003,HEALTHSOUTH CORP,HLS,421924309
012603,000003,19970115,20020724,S&P 500 Comp-Ltd,I0003,CNO FINANCIAL GROUP INC,CNO,208464107
018699,000003,19970403,20070102,S&P 500 Comp-Ltd,I0003,PTC INC,PTC,69370C100
012540,000003,19970506,,S&P 500 Comp-Ltd,I0003,ADOBE SYSTEMS INC,ADBE,00724F101
002751,000003,19970527,,S&P 500 Comp-Ltd,I0003,CARDINAL HEALTH INC,CAH,14149Y108
013988,000003,19970602,,S&P 500 Comp-Ltd,I0003,SCHWAB (CHARLES) CORP,SCHW,808513105
002731,000003,19970611,20051002,S&P 500 Comp-Ltd,I0003,PROVIDIAN FINANCIAL CORP,PVN,74406A102
003555,000003,19970618,20080630,S&P 500 Comp-Ltd,I0003,COUNTRYWIDE FINANCIAL CORP,CFC.3,222372104
004423,000003,19970619,,S&P 500 Comp-Ltd,I0003,EQUIFAX INC,EFX,294429105
016243,000003,19970702,20080929,S&P 500 Comp-Ltd,I0003,WASHINGTON MUTUAL INC,WAMUQ,939322103
006351,000003,19970717,19990103,S&P 500 Comp-Ltd,I0003,SUNAMERICA INC,SAI.1,866930100
001678,000003,19970728,,S&P 500 Comp-Ltd,I0003,APACHE CORP,APA,037411105
011923,000003,19970728,,S&P 500 Comp-Ltd,I0003,ANADARKO PETROLEUM CORP,APC,032511107
013341,000003,19970804,,S&P 500 Comp-Ltd,I0003,PROGRESSIVE CORP-OHIO,PGR,743315103
008215,000003,19970804,20001210,S&P 500 Comp-Ltd,I0003,OWENS-ILLINOIS INC,OI,690768403
005786,000003,19970806,,S&P 500 Comp-Ltd,I0003,HUNTINGTON BANCSHARES,HBAN,446150104
005211,000003,19970807,20000531,S&P 500 Comp-Ltd,I0003,MIRAGE RESORTS INC,MIR.1,60462E104
010035,000003,19970818,,S&P 500 Comp-Ltd,I0003,STATE STREET CORP,STT,857477103
003105,000003,19970901,20080730,S&P 500 Comp-Ltd,I0003,IHEARTMEDIA INC,IHRT,184502102
006304,000003,19970915,,S&P 500 Comp-Ltd,I0003,KLA-TENCOR CORP,KLAC,482480100
065417,000003,19971007,,S&P 500 Comp-Ltd,I0003,YUM BRANDS INC,YUM,988498101
005399,000003,19971023,19990112,S&P 500 Comp-Ltd,I0003,HBO & CO,HBOC.1,404100109
013041,000003,19971128,20080101,S&P 500 Comp-Ltd,I0003,SYNOVUS FINANCIAL CORP,SNV,87161C501
011856,000003,19971204,,S&P 500 Comp-Ltd,I0003,BB&T CORP,BBT,054937107
014824,000003,19971218,,S&P 500 Comp-Ltd,I0003,CINCINNATI FINANCIAL CORP,CINF,172062101
004066,000003,19971224,,S&P 500 Comp-Ltd,I0003,OMNICOM GROUP,OMC,681919106
030128,000003,19980112,20080916,S&P 500 Comp-Ltd,I0003,LEHMAN BROTHERS HOLDINGS INC,LEHMQ,524908100
012123,000003,19980120,20130213,S&P 500 Comp-Ltd,I0003,BIG LOTS INC,BIG,089302103
010909,000003,19980128,20010228,S&P 500 Comp-Ltd,I0003,SUMMIT BANCORP,SUB.2,866005101
007982,000003,19980130,,S&P 500 Comp-Ltd,I0003,NORTHERN TRUST CORP,NTRS,665859104
007252,000003,19980223,19990919,S&P 500 Comp-Ltd,I0003,MERCANTILE BANCORPORATION,MTL.3,587342106
009555,000003,19980401,,S&P 500 Comp-Ltd,I0003,SEALED AIR CORP,SEE,81211K100
024870,000003,19980401,20050814,S&P 500 Comp-Ltd,I0003,NEXTEL COMMUNICATIONS INC,NXTL,65332V103
001831,000003,19980408,20001203,S&P 500 Comp-Ltd,I0003,ASSOCIATES FIRST CAP -CL A,AFS,046008108
029345,000003,19980427,20060731,S&P 500 Comp-Ltd,I0003,GATEWAY INC,GTW,367626108
004885,000003,19980429,,S&P 500 Comp-Ltd,I0003,FRANKLIN RESOURCES INC,BEN,354613101
028930,000003,19980521,,S&P 500 Comp-Ltd,I0003,MARRIOTT INTL INC,MAR,571903202
030203,000003,19980612,19990624,S&P 500 Comp-Ltd,I0003,ASCEND COMMUNICATIONS INC,ASND.1,043491109
010121,000003,19980701,,S&P 500 Comp-Ltd,I0003,NAVIENT CORP,NAVI,63938C108
030990,000003,19980701,,S&P 500 Comp-Ltd,I0003,CAPITAL ONE FINANCIAL CORP,COF,14040H105
011818,000003,19980701,20080601,S&P 500 Comp-Ltd,I0003,BEAR STEARNS COMPANIES INC,BSC.1,073902108
012681,000003,19980710,19990527,S&P 500 Comp-Ltd,I0003,MEYER (FRED) INC,FMY.1,592907109
004016,000003,19980716,20070708,S&P 500 Comp-Ltd,I0003,DOLLAR GENERAL CORP,DG,256669102
014477,000003,19980717,,S&P 500 Comp-Ltd,I0003,WASTE MANAGEMENT INC,WM,94106L109
005074,000003,19980811,20080826,S&P 500 Comp-Ltd,I0003,ELECTRONIC DATA SYSTEMS CORP,EDS.,285661104
025283,000003,19980814,,S&P 500 Comp-Ltd,I0003,KOHL'S CORP,KSS,500255104
004674,000003,19980828,,S&P 500 Comp-Ltd,I0003,REGIONS FINANCIAL CORP,RF,7591EP100
008794,000003,19980831,19990630,S&P 500 Comp-Ltd,I0003,PROVIDENT COS INC,PVT.,743862104
009113,000003,19980916,20001211,S&P 500 Comp-Ltd,I0003,NABISCO GROUP HOLDINGS CORP,NGH.2,62952P102
024607,000003,19980928,20071108,S&P 500 Comp-Ltd,I0003,MANOR CARE INC,HCR,564055101
008402,000003,19981001,,S&P 500 Comp-Ltd,I0003,PAYCHEX INC,PAYX,704326107
010868,000003,19981001,20040630,S&P 500 Comp-Ltd,I0003,UNION PLANTERS CORP,UPC.,908068109
014650,000003,19981001,20130910,S&P 500 Comp-Ltd,I0003,BMC SOFTWARE INC,BMC,055921100
024216,000003,19981002,,S&P 500 Comp-Ltd,I0003,AES CORP,AES,00130H105
025944,000003,19981002,20041228,S&P 500 Comp-Ltd,I0003,PEOPLESOFT INC,PSFT.,712713106
015521,000003,19981007,20170917,S&P 500 Comp-Ltd,I0003,STAPLES INC,SPLS,855030102
012756,000003,19981008,20160530,S&P 500 Comp-Ltd,I0003,COCA-COLA EUROPEAN PARTNERS,CCE,G25839104
008804,000003,19981103,20000820,S&P 500 Comp-Ltd,I0003,NEW CENTURY ENERGIES INC,NCE.1,64352U103
009359,000003,19981113,20150126,S&P 500 Comp-Ltd,I0003,SAFEWAY INC,SWY,786514208
003735,000003,19981118,,S&P 500 Comp-Ltd,I0003,DANAHER CORP,DHR,235851102
116245,000003,19981124,20040422,S&P 500 Comp-Ltd,I0003,SPRINT PCS GROUP,PCS.1,852061506
013498,000003,19981222,,S&P 500 Comp-Ltd,I0003,CARNIVAL CORP/PLC (USA),CCL,143658300
017110,000003,19981231,20071001,S&P 500 Comp-Ltd,I0003,SOLECTRON CORP,SLR,834182107
004723,000003,19990104,,S&P 500 Comp-Ltd,I0003,U S BANCORP,USB,902973304
025056,000003,19990104,,S&P 500 Comp-Ltd,I0003,TIME WARNER INC,TWX,887317303
026011,000003,19990104,20120102,S&P 500 Comp-Ltd,I0003,COMPUWARE CORP,CPWR.1,205638109
007171,000003,19990113,,S&P 500 Comp-Ltd,I0003,MCKESSON CORP,MCK,58155Q103
009880,000003,19990301,20041031,S&P 500 Comp-Ltd,I0003,SOUTHTRUST CORP,SOTR,844730101
001619,000003,19990310,20061105,S&P 500 Comp-Ltd,I0003,AMSOUTH BANCORPORATION,ASO.1,032165102
002884,000003,19990325,,S&P 500 Comp-Ltd,I0003,CENTURYLINK INC,CTL,156700106
006335,000003,19990405,20000712,S&P 500 Comp-Ltd,I0003,KANSAS CITY SOUTHERN,KSU,485170302
027845,000003,19990412,,S&P 500 Comp-Ltd,I0003,ALLERGAN PLC,AGN,G0177J108
003439,000003,19990503,,S&P 500 Comp-Ltd,I0003,CMS ENERGY CORP,CMS,125896100
001449,000003,19990528,,S&P 500 Comp-Ltd,I0003,AFLAC INC,AFL,001055102
118122,000003,19990528,20051010,S&P 500 Comp-Ltd,I0003,DELPHI AUTOMOTIVE PLC,DLPH,247126105
008299,000003,19990604,20001105,S&P 500 Comp-Ltd,I0003,PAINE WEBBER GROUP,PWJ.,695629105
027766,000003,19990609,20041130,S&P 500 Comp-Ltd,I0003,WELLPOINT HEALTH NETWRKS INC,WLP.1,94973H108
004800,000003,19990622,20001130,S&P 500 Comp-Ltd,I0003,FLORIDA PROGRESS CORP,PGN3,341109007
014624,000003,19990624,20101219,S&P 500 Comp-Ltd,I0003,OFFICE DEPOT INC,ODP,676220106
061591,000003,19990625,,S&P 500 Comp-Ltd,I0003,NETAPP INC,NTAP,64110D104
002184,000003,19990630,,S&P 500 Comp-Ltd,I0003,BEST BUY CO INC,BBY,086516101
011228,000003,19990701,,S&P 500 Comp-Ltd,I0003,VULCAN MATERIALS CO,VMC,929160109
024800,000003,19990722,,S&P 500 Comp-Ltd,I0003,QUALCOMM INC,QCOM,747525103
001013,000003,19990802,20070701,S&P 500 Comp-Ltd,I0003,ADC TELECOMMUNICATIONS INC,ADCT,000886309
022140,000003,19990802,20081204,S&P 500 Comp-Ltd,I0003,ALLIED WASTE INDUSTRIES INC,AW,019589308
114303,000003,19990809,20020902,S&P 500 Comp-Ltd,I0003,CONOCO INC,COC1,208251504
061552,000003,19990813,20120930,S&P 500 Comp-Ltd,I0003,LEXMARK INTL INC  -CL A,LXK,529771107
010621,000003,19990920,20010917,S&P 500 Comp-Ltd,I0003,TOSCO CORP,TOS.1,891490302
113491,000003,19990929,20011009,S&P 500 Comp-Ltd,I0003,GLOBAL CROSSING LTD,GLBC,G3921A100
012256,000003,19991001,20010513,S&P 500 Comp-Ltd,I0003,STEEL EXCEL INC,SXCL,858122203
025338,000003,19991001,20170725,S&P 500 Comp-Ltd,I0003,BED BATH & BEYOND INC,BBBY,075896100
001075,000003,19991004,,S&P 500 Comp-Ltd,I0003,PINNACLE WEST CAPITAL CORP,PNW,723484101
001632,000003,19991012,,S&P 500 Comp-Ltd,I0003,ANALOG DEVICES,ADI,032654105
012138,000003,19991013,,S&P 500 Comp-Ltd,I0003,PRICE (T. ROWE) GROUP,TROW,74144T108
006649,000003,19991018,,S&P 500 Comp-Ltd,I0003,LEGGETT & PLATT INC,LEG,524660107
004242,000003,19991026,20120524,S&P 500 Comp-Ltd,I0003,EL PASO CORP,EP,28336L109
012884,000003,19991027,20070131,S&P 500 Comp-Ltd,I0003,COMVERSE TECHNOLOGY INC,CMVT,205862402
125533,000003,19991105,20101116,S&P 500 Comp-Ltd,I0003,PACTIV CORP,PTV,695257105
022325,000003,19991108,,S&P 500 Comp-Ltd,I0003,XILINX INC,XLNX,983919101
010453,000003,19991115,20131222,S&P 500 Comp-Ltd,I0003,TERADYNE INC,TER,880770102
030095,000003,19991116,20030925,S&P 500 Comp-Ltd,I0003,QUINTILES TRANSNATIONAL CORP,0573B,748767100
061676,000003,19991201,,S&P 500 Comp-Ltd,I0003,CITRIX SYSTEMS INC,CTXS,177376100
007506,000003,19991201,20131209,S&P 500 Comp-Ltd,I0003,MOLEX INC,MOLX,608554101
008118,000003,19991202,20010401,S&P 500 Comp-Ltd,I0003,OLD KENT FINANCIAL CORP,OK.2,679833103
062634,000003,19991208,20170618,S&P 500 Comp-Ltd,I0003,ALTABA INC,AABA,021346101
028338,000003,19991231,20081218,S&P 500 Comp-Ltd,I0003,TRANSOCEAN LTD,RIG,H8817H100
007648,000003,20000104,20070930,S&P 500 Comp-Ltd,I0003,NCR CORP,NCR,62886E108
110536,000003,20000106,20001002,S&P 500 Comp-Ltd,I0003,YOUNG & RUBICAM INC,YNR.1,987425105
012389,000003,20000131,,S&P 500 Comp-Ltd,I0003,HARLEY-DAVIDSON INC,HOG,412822108
116526,000003,20000131,20020625,S&P 500 Comp-Ltd,I0003,CONEXANT SYSTEMS INC,CNXT.1,207142308
002226,000003,20000131,20031112,S&P 500 Comp-Ltd,I0003,BIOGEN INC-OLD,BGEN,090597105
063766,000003,20000316,20070401,S&P 500 Comp-Ltd,I0003,SABRE HOLDINGS CORP  -CL A,TSG.2,785905100
029356,000003,20000403,20050704,S&P 500 Comp-Ltd,I0003,VERITAS SOFTWARE CORP,VRTS.1,923436109
012216,000003,20000403,20170312,S&P 500 Comp-Ltd,I0003,LINEAR TECHNOLOGY CORP,LLTC,535678106
014324,000003,20000418,20151228,S&P 500 Comp-Ltd,I0003,ALTERA CORP,ALTR.1,021441100
062602,000003,20000505,20020512,S&P 500 Comp-Ltd,I0003,SAPIENT CORP,SAPE,803062108
063180,000003,20000505,20060131,S&P 500 Comp-Ltd,I0003,SIEBEL SYSTEMS INC,SEBL,826170102
014256,000003,20000510,20070926,S&P 500 Comp-Ltd,I0003,MAXIM INTEGRATED PRODUCTS,MXIM,57772K101
014565,000003,20000601,20070214,S&P 500 Comp-Ltd,I0003,AMERICAN POWER CONVERSION CP,APCC.,029066107
126554,000003,20000605,,S&P 500 Comp-Ltd,I0003,AGILENT TECHNOLOGIES INC,A,00846U101
025434,000003,20000608,,S&P 500 Comp-Ltd,I0003,STARBUCKS CORP,SBUX,855244109
113419,000003,20000613,20091220,S&P 500 Comp-Ltd,I0003,CONVERGYS CORP,CVG,212485106
024008,000003,20000616,20070531,S&P 500 Comp-Ltd,I0003,MEDIMMUNE INC,MEDI,584699102
016751,000003,20000619,20040831,S&P 500 Comp-Ltd,I0003,CHARTER ONE FINANCIAL INC,CF.6,160903100
014623,000003,20000619,20120604,S&P 500 Comp-Ltd,I0003,NOVELLUS SYSTEMS INC,NVLS.1,670008101
013646,000003,20000621,,S&P 500 Comp-Ltd,I0003,TIFFANY & CO,TIF,886547108
028139,000003,20000621,20070701,S&P 500 Comp-Ltd,I0003,SANMINA CORP,SANM,801056102
136648,000003,20000629,20060102,S&P 500 Comp-Ltd,I0003,VISTEON CORP,VC,92839U107
029095,000003,20000629,20060103,S&P 500 Comp-Ltd,I0003,MERCURY INTERACTIVE CORP,MERQ,589405109
066708,000003,20000703,20160131,S&P 500 Comp-Ltd,I0003,BROADCOM CORP,BRCM,111320107
137232,000003,20000713,20111122,S&P 500 Comp-Ltd,I0003,JANUS CAPITAL GROUP INC,JNS,47102X105
002549,000003,20000717,20010603,S&P 500 Comp-Ltd,I0003,CIT GROUP INC-OLD,CIT.1,125577106
029241,000003,20000727,20131222,S&P 500 Comp-Ltd,I0003,VIAVI SOLUTIONS INC,VIAV,925550105
132502,000003,20000728,20020813,S&P 500 Comp-Ltd,I0003,PALM INC,PALM,696643105
006799,000003,20000821,20070826,S&P 500 Comp-Ltd,I0003,KEYSPAN CORP,KSE,49337W100
014934,000003,20000830,,S&P 500 Comp-Ltd,I0003,DEVON ENERGY CORP,DVN,25179M103
139662,000003,20001002,20071025,S&P 500 Comp-Ltd,I0003,AVAYA INC,5933B,053499109
139665,000003,20001003,,S&P 500 Comp-Ltd,I0003,MOODY'S CORP,MCO,615369105
025495,000003,20001003,20091220,S&P 500 Comp-Ltd,I0003,DYNEGY INC,DYN,26817G300
112033,000003,20001003,20101219,S&P 500 Comp-Ltd,I0003,KING PHARMACEUTICALS INC,KG,495582108
001661,000003,20001018,20150322,S&P 500 Comp-Ltd,I0003,NABORS INDUSTRIES LTD,NBR,G6359F103
065554,000003,20001023,20050313,S&P 500 Comp-Ltd,I0003,POWER-ONE INC,PWER,73930R102
007974,000003,20001102,,S&P 500 Comp-Ltd,I0003,NISOURCE INC,NI,65473P105
016478,000003,20001102,,S&P 500 Comp-Ltd,I0003,EOG RESOURCES INC,EOG,26875P101
063099,000003,20001106,20010903,S&P 500 Comp-Ltd,I0003,BROADVISION INC,BVSN,111412706
005723,000003,20001117,20160922,S&P 500 Comp-Ltd,I0003,STARWOOD HOTELS&RESORTS WRLD,HOT,85590A401
004843,000003,20001122,20140630,S&P 500 Comp-Ltd,I0003,FOREST LABORATORIES  -CL A,FRX,345838106
003011,000003,20001124,20060419,S&P 500 Comp-Ltd,I0003,CHIRON CORP,CHIR,170040109
063605,000003,20001201,20051201,S&P 500 Comp-Ltd,I0003,CALPINE CORP,CPN,131347106
002312,000003,20001205,,S&P 500 Comp-Ltd,I0003,ROBERT HALF INTL INC,RHI,770323103
027928,000003,20001211,,S&P 500 Comp-Ltd,I0003,INTUIT INC,INTU,461202103
133768,000003,20001211,,S&P 500 Comp-Ltd,I0003,METLIFE INC,MET,59156R108
010232,000003,20001211,20070109,S&P 500 Comp-Ltd,I0003,SYMBOL TECHNOLOGIES,SBL.2,871508107
024287,000003,20001211,20080610,S&P 500 Comp-Ltd,I0003,AMBAC FINANCIAL GROUP INC,AMBC,023139108
001279,000003,20001211,20110227,S&P 500 Comp-Ltd,I0003,ALLEGHENY ENERGY INC,AYE,017361106
010115,000003,20001212,,S&P 500 Comp-Ltd,I0003,STRYKER CORP,SYK,863667101
024803,000003,20001212,20020820,S&P 500 Comp-Ltd,I0003,VITESSE SEMICONDUCTOR CORP,VTSS,928497304
006310,000003,20001212,20070530,S&P 500 Comp-Ltd,I0003,KINDER MORGAN INC,KMI,49455P101
029791,000003,20001212,20110117,S&P 500 Comp-Ltd,I0003,QLOGIC CORP,QLGC,747277101
065904,000003,20010102,20060517,S&P 500 Comp-Ltd,I0003,APPLIED MICRO CIRCUITS CORP,AMCC,03822W406
011925,000003,20010116,20090326,S&P 500 Comp-Ltd,I0003,NOBLE CORP PLC,NE,G65431101
028195,000003,20010130,20141104,S&P 500 Comp-Ltd,I0003,JABIL INC,JBL,466313103
063669,000003,20010207,20070328,S&P 500 Comp-Ltd,I0003,UNIVISION COMMUNICATIONS INC,5952B,914906102
135484,000003,20010227,20170319,S&P 500 Comp-Ltd,I0003,FRONTIER COMMUNICATIONS CORP,FTR,35906A306
003062,000003,20010301,,S&P 500 Comp-Ltd,I0003,CINTAS CORP,CTAS,172908105
012635,000003,20010402,,S&P 500 Comp-Ltd,I0003,FISERV INC,FISV,337738108
003373,000003,20010402,20040226,S&P 500 Comp-Ltd,I0003,CONCORD EFS INC,CE.2,206197105
140033,000003,20010403,20030716,S&P 500 Comp-Ltd,I0003,GENON ENERGY INC,GEN.3,604675108
119417,000003,20010514,20100228,S&P 500 Comp-Ltd,I0003,PEPSI BOTTLING GROUP INC,PBG,713409100
064156,000003,20010604,20111218,S&P 500 Comp-Ltd,I0003,MONSTER WORLDWIDE INC,MWW,611742107
011687,000003,20010625,,S&P 500 Comp-Ltd,I0003,ZIONS BANCORPORATION,ZION,989701107
128659,000003,20010628,20040428,S&P 500 Comp-Ltd,I0003,HANCOCK JOHN FINL SVCS INC,JHF,41014S106
144066,000003,20010702,,S&P 500 Comp-Ltd,I0003,ROCKWELL COLLINS INC,COL,774341101
134845,000003,20010709,20041026,S&P 500 Comp-Ltd,I0003,AT&T WIRELESS SERVICES INC,AWE.2,00209A106
023943,000003,20010803,20070701,S&P 500 Comp-Ltd,I0003,PMC-SIERRA INC,PMCS,69344F106
004560,000003,20010806,20150708,S&P 500 Comp-Ltd,I0003,FAMILY DOLLAR STORES,FDO,307000109
144559,000003,20010807,,S&P 500 Comp-Ltd,I0003,ZIMMER BIOMET HOLDINGS INC,ZBH,98956P102
031673,000003,20010830,,S&P 500 Comp-Ltd,I0003,AMERISOURCEBERGEN CORP,ABC,03073E105
064356,000003,20010830,20091220,S&P 500 Comp-Ltd,I0003,CIENA CORP,CIEN,171779309
024318,000003,20010904,,S&P 500 Comp-Ltd,I0003,XL GROUP LTD,XL,G98294104
006097,000003,20010904,20140622,S&P 500 Comp-Ltd,I0003,INTL GAME TECHNOLOGY,IGT.1,459902102
005885,000003,20010921,20020716,S&P 500 Comp-Ltd,I0003,IMMUNEX CORP,IMNX,452528102
065048,000003,20011010,20070211,S&P 500 Comp-Ltd,I0003,EQUITY OFFICE PROPERTIES TR,EOP,294741103
010277,000003,20011010,20160630,S&P 500 Comp-Ltd,I0003,TECO ENERGY INC,TE,872375100
012338,000003,20011107,20070301,S&P 500 Comp-Ltd,I0003,HEALTH MANAGEMENT ASSOC,HMA,421933102
117768,000003,20011130,,S&P 500 Comp-Ltd,I0003,NVIDIA CORP,NVDA,67066G104
028733,000003,20011203,,S&P 500 Comp-Ltd,I0003,EQUITY RESIDENTIAL,EQR,29476L107
012233,000003,20011214,20110403,S&P 500 Comp-Ltd,I0003,GENZYME CORP,GENZ,372917104
024032,000003,20011217,20090303,S&P 500 Comp-Ltd,I0003,JONES GROUP INC,JNY,48020T101
061574,000003,20020102,,S&P 500 Comp-Ltd,I0003,WATERS CORP,WAT,941848103
015709,000003,20020117,20160221,S&P 500 Comp-Ltd,I0003,PLUM CREEK TIMBER CO INC,PCL,729251108
028034,000003,20020130,20080717,S&P 500 Comp-Ltd,I0003,CHUBB LTD,CB,H1467J104
011135,000003,20020201,20030223,S&P 500 Comp-Ltd,I0003,RATIONAL SOFTWARE CORP,RATL,75409P202
007067,000003,20020211,20110705,S&P 500 Comp-Ltd,I0003,MARSHALL & ILSLEY CORP,MI.1,571837103
004737,000003,20020506,20130623,S&P 500 Comp-Ltd,I0003,FIRST HORIZON NATIONAL CORP,FHN,320517105
001567,000003,20020513,20080605,S&P 500 Comp-Ltd,I0003,TRANE INC,TT.2,892893108
022794,000003,20020515,20100429,S&P 500 Comp-Ltd,I0003,BJ SERVICES CO,BJS.1,055482103
031122,000003,20020515,20130630,S&P 500 Comp-Ltd,I0003,APOLLO EDUCATION GROUP INC,APOL,037604105
029389,000003,20020626,,S&P 500 Comp-Ltd,I0003,SIMON PROPERTY GROUP INC,SPG,828806109
015202,000003,20020717,20061130,S&P 500 Comp-Ltd,I0003,NORTH FORK BANCORPORATION,NFB,659424105
010920,000003,20020722,,S&P 500 Comp-Ltd,I0003,UNITED PARCEL SERVICE INC,UPS,911312106
016721,000003,20020722,,S&P 500 Comp-Ltd,I0003,ELECTRONIC ARTS INC,EA,285512109
114524,000003,20020722,,S&P 500 Comp-Ltd,I0003,EBAY INC,EBAY,278642103
114628,000003,20020722,,S&P 500 Comp-Ltd,I0003,GOLDMAN SACHS GROUP INC,GS,38141G104
143356,000003,20020722,,S&P 500 Comp-Ltd,I0003,PRUDENTIAL FINANCIAL INC,PRU,744320102
145701,000003,20020722,,S&P 500 Comp-Ltd,I0003,PRINCIPAL FINANCIAL GRP INC,PFG,74251V102
012144,000003,20020722,20050811,S&P 500 Comp-Ltd,I0003,SUNGARD DATA SYSTEMS INC,0139A,867363103
145046,000003,20020725,,S&P 500 Comp-Ltd,I0003,ANTHEM INC,ANTM,036752103
140760,000003,20020814,,S&P 500 Comp-Ltd,I0003,MONSANTO CO,MON,61166W101
062689,000003,20020821,20040504,S&P 500 Comp-Ltd,I0003,TRAVELERS COS INC,TRV,89417E109
120877,000003,20020904,20170725,S&P 500 Comp-Ltd,I0003,REYNOLDS AMERICAN INC,RAI,761713106
003226,000003,20021119,,S&P 500 Comp-Ltd,I0003,COMCAST CORP,CMCSA,20030N101
064166,000003,20021212,,S&P 500 Comp-Ltd,I0003,QUEST DIAGNOSTICS INC,DGX,74834L100
009063,000003,20030224,20170807,S&P 500 Comp-Ltd,I0003,AUTONATION INC,AN,05329W102
030490,000003,20030314,,S&P 500 Comp-Ltd,I0003,APARTMENT INVST & MGMT CO,AIV,03748R101
007146,000003,20030321,,S&P 500 Comp-Ltd,I0003,MCCORMICK & CO INC,MKC,579780206
015855,000003,20030331,,S&P 500 Comp-Ltd,I0003,SYMANTEC CORP,SYMC,871503108
066731,000003,20030416,20130101,S&P 500 Comp-Ltd,I0003,FEDERATED INVESTORS INC,FII,314211103
029984,000003,20030717,,S&P 500 Comp-Ltd,I0003,PROLOGIS INC,PLD,74340W103
007186,000003,20030820,20120403,S&P 500 Comp-Ltd,I0003,MEDCO HEALTH SOLUTIONS INC,MHS,58405U102
025356,000003,20030926,,S&P 500 Comp-Ltd,I0003,EXPRESS SCRIPTS HOLDING CO,ESRX,30219G108
024468,000003,20031113,,S&P 500 Comp-Ltd,I0003,BIOGEN INC,BIIB,09062X103
004699,000003,20040227,,S&P 500 Comp-Ltd,I0003,M & T BANK CORP,MTB,55261F104
031549,000003,20040325,20070322,S&P 500 Comp-Ltd,I0003,CAREMARK RX INC,CMX.1,141705103
063501,000003,20040401,,S&P 500 Comp-Ltd,I0003,E TRADE FINANCIAL CORP,ETFC,269246401
030697,000003,20040402,20100207,S&P 500 Comp-Ltd,I0003,AFFILIATED COMPUTER SERVICES,ACS,008190100
007637,000003,20040423,,S&P 500 Comp-Ltd,I0003,MYLAN NV,MYL,N59465109
015247,000003,20040429,,S&P 500 Comp-Ltd,I0003,VALERO ENERGY CORP,VLO,91913Y100
